data_type,udt_name,column_name,tablename
timestamp with time zone,timestamptz,created,user_aws
integer,int4,created_by,user_aws
USER-DEFINED,citext,customer_identifier,user_aws
USER-DEFINED,citext,product_code,user_aws
USER-DEFINED,citext,subscription_state,user_aws
timestamp with time zone,timestamptz,updated,user_aws
integer,int4,updated_by,user_aws
integer,int4,user_id,user_aws
USER-DEFINED,citext,uuid,user_aws
integer,int4,id,user_aws
character varying,varchar,accession_number,study_deleted
character varying,varchar,callback_url,study_deleted
bigint,int8,compressed_size,study_deleted
timestamp with time zone,timestamptz,created,study_deleted
integer,int4,created_by,study_deleted
USER-DEFINED,hstore,customfields,study_deleted
timestamp with time zone,timestamptz,deleted,study_deleted
integer,int4,deleted_by,study_deleted
character varying,varchar,destination_ae_title,study_deleted
integer,int4,engine_id,study_deleted
USER-DEFINED,citext,integration_key,study_deleted
USER-DEFINED,citext,medical_record_locator,study_deleted
USER-DEFINED,citext,modality,study_deleted
integer,int4,node_id,study_deleted
USER-DEFINED,citext,patient_additional_history,study_deleted
USER-DEFINED,citext,patient_address,study_deleted
USER-DEFINED,citext,patient_age,study_deleted
USER-DEFINED,citext,patient_birth_date,study_deleted
USER-DEFINED,citext,patient_birth_time,study_deleted
USER-DEFINED,citext,patient_birthname,study_deleted
USER-DEFINED,citext,patient_comments,study_deleted
USER-DEFINED,citext,patient_current_location,study_deleted
USER-DEFINED,citext,patient_ethnic_group,study_deleted
USER-DEFINED,citext,patient_institution_residence,study_deleted
USER-DEFINED,citext,patient_mother_birthname,study_deleted
USER-DEFINED,citext,patient_name,study_deleted
USER-DEFINED,citext,patient_name_other,study_deleted
USER-DEFINED,citext,patient_occupation,study_deleted
USER-DEFINED,citext,patient_phone,study_deleted
USER-DEFINED,citext,patient_religious_preference,study_deleted
USER-DEFINED,citext,patient_sex,study_deleted
USER-DEFINED,citext,patient_size,study_deleted
USER-DEFINED,citext,patient_weight,study_deleted
USER-DEFINED,citext,patientid,study_deleted
USER-DEFINED,citext,patientid_other,study_deleted
integer,int4,phi_namespace,study_deleted
USER-DEFINED,citext,referring_physician,study_deleted
integer,int4,shared_from,study_deleted
bigint,int8,size,study_deleted
character varying,varchar,source,study_deleted
character varying,varchar,source_ae_title,study_deleted
integer,int4,storage_namespace,study_deleted
"""char""",char,storage_state,study_deleted
USER-DEFINED,citext,study_date,study_deleted
USER-DEFINED,citext,study_description,study_deleted
USER-DEFINED,citext,study_status,study_deleted
USER-DEFINED,citext,study_time,study_deleted
character varying,varchar,study_uid,study_deleted
smallint,int2,thin,study_deleted
timestamp with time zone,timestamptz,updated,study_deleted
integer,int4,updated_by,study_deleted
USER-DEFINED,citext,uuid,study_deleted
integer,int4,id,study_deleted
integer,int4,attachment_count,study_deleted
integer,int4,image_count,study_deleted
smallint,int2,must_approve,study_deleted
smallint,int2,phantom,study_deleted
integer,int4,account_id,terminology
timestamp with time zone,timestamptz,created,terminology
integer,int4,created_by,terminology
character varying,varchar,language,terminology
character varying,varchar,tag,terminology
timestamp with time zone,timestamptz,updated,terminology
integer,int4,updated_by,terminology
USER-DEFINED,citext,uuid,terminology
character varying,varchar,value,terminology
USER-DEFINED,citext,vanity,terminology
integer,int4,id,terminology
integer,int4,account_id,cluster_account
integer,int4,cluster_id,cluster_account
timestamp with time zone,timestamptz,created,cluster_account
integer,int4,created_by,cluster_account
timestamp with time zone,timestamptz,updated,cluster_account
integer,int4,updated_by,cluster_account
USER-DEFINED,citext,uuid,cluster_account
integer,int4,id,cluster_account
integer,int4,account_id,role
timestamp with time zone,timestamptz,created,role
integer,int4,created_by,role
character varying,varchar,description,role
USER-DEFINED,citext,name,role
text,text,permissions,role
character varying,varchar,type,role
timestamp with time zone,timestamptz,updated,role
integer,int4,updated_by,role
USER-DEFINED,citext,uuid,role
integer,int4,id,role
integer,int4,account_id,filter_share
timestamp with time zone,timestamptz,created,filter_share
integer,int4,created_by,filter_share
integer,int4,filter_id,filter_share
integer,int4,group_id,filter_share
integer,int4,location_id,filter_share
timestamp with time zone,timestamptz,updated,filter_share
integer,int4,updated_by,filter_share
integer,int4,user_id,filter_share
integer,int4,id,filter_share
smallint,int2,corrupt,storage_study
timestamp with time zone,timestamptz,created,storage_study
integer,int4,created_by,storage_study
integer,int4,engine_id,storage_study
smallint,int2,is_frozen,storage_study
timestamp with time zone,timestamptz,last_update,storage_study
integer,int4,rsync_id,storage_study
integer,int4,storage_namespace,storage_study
character varying,varchar,study_uid,storage_study
timestamp with time zone,timestamptz,updated,storage_study
integer,int4,id,storage_study
integer,int4,updated_by,storage_study
USER-DEFINED,citext,uuid,storage_study
character varying,varchar,accession_number,study
character varying,varchar,callback_url,study
bigint,int8,compressed_size,study
timestamp with time zone,timestamptz,created,study
integer,int4,created_by,study
USER-DEFINED,hstore,customfields,study
character varying,varchar,destination_ae_title,study
integer,int4,engine_id,study
USER-DEFINED,citext,integration_key,study
USER-DEFINED,citext,medical_record_locator,study
USER-DEFINED,citext,modality,study
integer,int4,node_id,study
USER-DEFINED,citext,patient_additional_history,study
USER-DEFINED,citext,patient_address,study
USER-DEFINED,citext,patient_age,study
USER-DEFINED,citext,patient_birth_date,study
USER-DEFINED,citext,patient_birth_time,study
USER-DEFINED,citext,patient_birthname,study
USER-DEFINED,citext,patient_comments,study
USER-DEFINED,citext,patient_current_location,study
USER-DEFINED,citext,patient_ethnic_group,study
USER-DEFINED,citext,patient_institution_residence,study
USER-DEFINED,citext,patient_mother_birthname,study
USER-DEFINED,citext,patient_name,study
USER-DEFINED,citext,patient_name_other,study
USER-DEFINED,citext,patient_occupation,study
USER-DEFINED,citext,patient_phone,study
USER-DEFINED,citext,patient_religious_preference,study
USER-DEFINED,citext,patient_sex,study
USER-DEFINED,citext,patient_size,study
USER-DEFINED,citext,patient_weight,study
USER-DEFINED,citext,patientid,study
USER-DEFINED,citext,patientid_other,study
integer,int4,phi_namespace,study
USER-DEFINED,citext,referring_physician,study
integer,int4,shared_from,study
bigint,int8,size,study
character varying,varchar,source,study
character varying,varchar,source_ae_title,study
integer,int4,storage_namespace,study
"""char""",char,storage_state,study
USER-DEFINED,citext,study_date,study
USER-DEFINED,citext,study_description,study
USER-DEFINED,citext,study_status,study
USER-DEFINED,citext,study_time,study
character varying,varchar,study_uid,study
smallint,int2,thin,study
timestamp with time zone,timestamptz,updated,study
integer,int4,updated_by,study
USER-DEFINED,citext,uuid,study
integer,int4,id,study
integer,int4,attachment_count,study
integer,int4,image_count,study
smallint,int2,must_approve,study
smallint,int2,phantom,study
integer,int4,account_id,dictionary
timestamp with time zone,timestamptz,created,dictionary
integer,int4,created_by,dictionary
text,text,lookup,dictionary
USER-DEFINED,citext,name,dictionary
character varying,varchar,object,dictionary
text,text,replace,dictionary
timestamp with time zone,timestamptz,updated,dictionary
integer,int4,updated_by,dictionary
USER-DEFINED,citext,uuid,dictionary
integer,int4,id,dictionary
smallint,int2,case_sensitive,dictionary
character varying,varchar,accession_number,study_fetch
timestamp with time zone,timestamptz,created,study_fetch
integer,int4,created_by,study_fetch
integer,int4,destination_id,study_fetch
integer,int4,node_id,study_fetch
character varying,varchar,patientid,study_fetch
timestamp with time zone,timestamptz,pickup,study_fetch
"""char""",char,source,study_fetch
"""char""",char,status,study_fetch
integer,int4,study_id,study_fetch
character varying,varchar,study_uid,study_fetch
timestamp with time zone,timestamptz,updated,study_fetch
integer,int4,updated_by,study_fetch
USER-DEFINED,citext,uuid,study_fetch
integer,int4,id,study_fetch
timestamp with time zone,timestamptz,created,user_invite_share
integer,int4,created_by,user_invite_share
USER-DEFINED,citext,email,user_invite_share
text,text,message,user_invite_share
integer,int4,study_id,user_invite_share
timestamp with time zone,timestamptz,updated,user_invite_share
integer,int4,updated_by,user_invite_share
integer,int4,user_id,user_invite_share
USER-DEFINED,citext,uuid,user_invite_share
integer,int4,id,user_invite_share
integer,int4,account_id,accelerator
USER-DEFINED,citext,address,accelerator
timestamp with time zone,timestamptz,created,accelerator
integer,int4,created_by,accelerator
USER-DEFINED,citext,fqdn,accelerator
USER-DEFINED,citext,name,accelerator
USER-DEFINED,citext,serial_no,accelerator
timestamp with time zone,timestamptz,updated,accelerator
integer,int4,updated_by,accelerator
USER-DEFINED,citext,uuid,accelerator
character varying,varchar,version,accelerator
integer,int4,id,accelerator
smallint,int2,push_shared_studies,accelerator
smallint,int2,upgrade,accelerator
integer,int4,account_id,appointment
timestamp with time zone,timestamptz,created,appointment
integer,int4,created_by,appointment
USER-DEFINED,hstore,customfields,appointment
character varying,varchar,description,appointment
timestamp with time zone,timestamptz,end_time,appointment
integer,int4,patient_id,appointment
timestamp with time zone,timestamptz,start_time,appointment
timestamp with time zone,timestamptz,updated,appointment
integer,int4,updated_by,appointment
integer,int4,user_id,appointment
integer,int4,id,appointment
USER-DEFINED,citext,uuid,appointment
integer,int4,copy_to,destination_search
integer,int4,create_study,destination_search
integer,int4,create_thin,destination_search
timestamp with time zone,timestamptz,created,destination_search
integer,int4,created_by,destination_search
integer,int4,destination_id,destination_search
text,text,extra,destination_search
integer,int4,hl7_id,destination_search
integer,int4,node_id,destination_search
text,text,payload,destination_search
timestamp with time zone,timestamptz,pickup,destination_search
text,text,results,destination_search
"""char""",char,status,destination_search
integer,int4,study_id,destination_search
timestamp with time zone,timestamptz,updated,destination_search
integer,int4,updated_by,destination_search
integer,int4,user_id,destination_search
USER-DEFINED,citext,uuid,destination_search
integer,int4,id,destination_search
integer,int4,count,destination_search
text,text,body,study_comment
timestamp with time zone,timestamptz,created,study_comment
integer,int4,created_by,study_comment
integer,int4,study_id,study_comment
timestamp with time zone,timestamptz,updated,study_comment
integer,int4,updated_by,study_comment
integer,int4,user_id,study_comment
USER-DEFINED,citext,uuid,study_comment
integer,int4,id,study_comment
integer,int4,account_id,link_usage
character varying,varchar,client_address,link_usage
character varying,varchar,client_email,link_usage
timestamp with time zone,timestamptz,created,link_usage
integer,int4,created_by,link_usage
text,text,extra,link_usage
integer,int4,link_id,link_usage
character varying,varchar,sid,link_usage
timestamp with time zone,timestamptz,updated,link_usage
integer,int4,updated_by,link_usage
USER-DEFINED,citext,uuid,link_usage
integer,int4,id,link_usage
character varying,varchar,attachmentid,rsnaclr_doc
jsonb,jsonb,author,rsnaclr_doc
jsonb,jsonb,class_code,rsnaclr_doc
text,text,comments,rsnaclr_doc
character varying,varchar,communityid,rsnaclr_doc
jsonb,jsonb,confidentiality_code,rsnaclr_doc
timestamp with time zone,timestamptz,created,rsnaclr_doc
integer,int4,created_by,rsnaclr_doc
character varying,varchar,creation_time,rsnaclr_doc
character varying,varchar,documentid,rsnaclr_doc
jsonb,jsonb,event_code_list,rsnaclr_doc
jsonb,jsonb,format_code,rsnaclr_doc
jsonb,jsonb,healthcare_facility_type_code,rsnaclr_doc
character varying,varchar,language_code,rsnaclr_doc
character varying,varchar,legal_authenticator,rsnaclr_doc
character varying,varchar,mime_type,rsnaclr_doc
character varying,varchar,patientid,rsnaclr_doc
jsonb,jsonb,practice_setting_code,rsnaclr_doc
jsonb,jsonb,reference_id_list,rsnaclr_doc
character varying,varchar,repositoryid,rsnaclr_doc
character varying,varchar,rsna_status,rsnaclr_doc
integer,int4,rsnaclr_subset_id,rsnaclr_doc
character varying,varchar,service_start_time,rsnaclr_doc
character varying,varchar,service_stop_time,rsnaclr_doc
character varying,varchar,sha1,rsnaclr_doc
bigint,int8,size,rsnaclr_doc
character varying,varchar,source_patient_id,rsnaclr_doc
jsonb,jsonb,source_patient_info,rsnaclr_doc
character varying,varchar,title,rsnaclr_doc
jsonb,jsonb,type_code,rsnaclr_doc
character varying,varchar,uniqueid,rsnaclr_doc
timestamp with time zone,timestamptz,updated,rsnaclr_doc
integer,int4,updated_by,rsnaclr_doc
USER-DEFINED,citext,uuid,rsnaclr_doc
integer,int4,id,rsnaclr_doc
smallint,int2,limited_metadata,rsnaclr_doc
integer,int4,account_id,namespace_children
integer,int4,child_id,namespace_children
timestamp with time zone,timestamptz,created,namespace_children
integer,int4,created_by,namespace_children
text,text,fields,namespace_children
integer,int4,namespace_id,namespace_children
timestamp with time zone,timestamptz,updated,namespace_children
integer,int4,updated_by,namespace_children
USER-DEFINED,citext,uuid,namespace_children
integer,int4,id,namespace_children
timestamp with time zone,timestamptz,created,meeting
integer,int4,created_by,meeting
integer,int4,link_id,meeting
character varying,varchar,name,meeting
text,text,state,meeting
integer,int4,study_id,meeting
timestamp with time zone,timestamptz,updated,meeting
integer,int4,updated_by,meeting
integer,int4,user_id,meeting
USER-DEFINED,citext,uuid,meeting
integer,int4,id,meeting
integer,int4,account_id,study_charge
timestamp with time zone,timestamptz,created,study_charge
integer,int4,created_by,study_charge
text,text,detail,study_charge
integer,int4,study_id,study_charge
timestamp with time zone,timestamptz,updated,study_charge
integer,int4,updated_by,study_charge
USER-DEFINED,citext,uuid,study_charge
integer,int4,id,study_charge
timestamp with time zone,timestamptz,created,archive_vault
integer,int4,created_by,archive_vault
character varying,varchar,key,archive_vault
character varying,varchar,region,archive_vault
character varying,varchar,secret,archive_vault
timestamp with time zone,timestamptz,updated,archive_vault
integer,int4,updated_by,archive_vault
USER-DEFINED,citext,uuid,archive_vault
character varying,varchar,vault,archive_vault
integer,int4,id,archive_vault
smallint,int2,closed,archive_vault
integer,int4,account_id,study_question
character varying,varchar,answer,study_question
timestamp with time zone,timestamptz,answered,study_question
timestamp with time zone,timestamptz,created,study_question
integer,int4,created_by,study_question
text,text,detail,study_question
bigint,int8,next_question,study_question
timestamp with time zone,timestamptz,pickup,study_question
character varying,varchar,question,study_question
text,text,raw_answer,study_question
integer,int4,study_id,study_question
timestamp with time zone,timestamptz,updated,study_question
integer,int4,updated_by,study_question
USER-DEFINED,citext,uuid,study_question
bigint,int8,id,study_question
integer,int4,account_id,webhook
text,text,auth,webhook
timestamp with time zone,timestamptz,created,webhook
integer,int4,created_by,webhook
character varying,varchar,cron,webhook
character varying,varchar,event,webhook
character varying,varchar,filter_field,webhook
text,text,filter_regexp,webhook
character varying,varchar,last_error,webhook
character varying,varchar,method,webhook
USER-DEFINED,citext,name,webhook
integer,int4,node_id,webhook
text,text,parameters,webhook
integer,int4,sid_user_id,webhook
timestamp with time zone,timestamptz,updated,webhook
integer,int4,updated_by,webhook
character varying,varchar,url,webhook
USER-DEFINED,citext,uuid,webhook
integer,int4,id,webhook
smallint,int2,by_accession_number,webhook
smallint,int2,by_uid,webhook
integer,int4,delay,webhook
integer,int4,max_age,webhook
smallint,int2,once,webhook
smallint,int2,retry,webhook
integer,int4,retry_count,webhook
smallint,int2,suspended,webhook
timestamp with time zone,timestamptz,created,study_star
integer,int4,created_by,study_star
integer,int4,study_id,study_star
timestamp with time zone,timestamptz,updated,study_star
integer,int4,updated_by,study_star
integer,int4,user_id,study_star
integer,int4,id,study_star
smallint,int2,star,study_star
text,text,action,route_round_robin
timestamp with time zone,timestamptz,created,route_round_robin
integer,int4,created_by,route_round_robin
integer,int4,route_id,route_round_robin
integer,int4,study_id,route_round_robin
timestamp with time zone,timestamptz,updated,route_round_robin
integer,int4,updated_by,route_round_robin
integer,int4,id,route_round_robin
timestamp with time zone,timestamptz,created,annotation
integer,int4,created_by,annotation
character varying,varchar,frame_number,annotation
character varying,varchar,instance_uid,annotation
text,text,json,annotation
character varying,varchar,series_uid,annotation
smallint,int2,stamp,annotation
integer,int4,study_id,annotation
timestamp with time zone,timestamptz,updated,annotation
integer,int4,updated_by,annotation
integer,int4,user_id,annotation
USER-DEFINED,citext,uuid,annotation
integer,int4,id,annotation
timestamp with time zone,timestamptz,created,study_push_status
integer,int4,created_by,study_push_status
integer,int4,destination_id,study_push_status
integer,int4,phi_namespace,study_push_status
"""char""",char,status,study_push_status
integer,int4,study_id,study_push_status
integer,int4,study_push_id,study_push_status
timestamp with time zone,timestamptz,updated,study_push_status
integer,int4,updated_by,study_push_status
USER-DEFINED,citext,uuid,study_push_status
integer,int4,id,study_push_status
integer,int4,account_id,grp
timestamp with time zone,timestamptz,created,grp
integer,int4,created_by,grp
USER-DEFINED,hstore,customfields,grp
USER-DEFINED,citext,name,grp
integer,int4,namespace_id,grp
integer,int4,role_id,grp
timestamp with time zone,timestamptz,updated,grp
integer,int4,updated_by,grp
USER-DEFINED,citext,uuid,grp
integer,int4,id,grp
timestamp with time zone,timestamptz,created,tag_object
integer,int4,created_by,tag_object
character varying,varchar,object,tag_object
integer,int4,object_id,tag_object
USER-DEFINED,hstore,tags,tag_object
timestamp with time zone,timestamptz,updated,tag_object
integer,int4,updated_by,tag_object
integer,int4,user_id,tag_object
USER-DEFINED,citext,uuid,tag_object
integer,int4,id,tag_object
integer,int4,account_id,radreport_template
text,text,body,radreport_template
timestamp with time zone,timestamptz,created,radreport_template
integer,int4,created_by,radreport_template
character varying,varchar,name,radreport_template
text,text,options,radreport_template
text,text,preview,radreport_template
USER-DEFINED,citext,type,radreport_template
timestamp with time zone,timestamptz,updated,radreport_template
integer,int4,updated_by,radreport_template
USER-DEFINED,citext,uuid,radreport_template
integer,int4,id,radreport_template
smallint,int2,active,radreport_template
integer,int4,account_id,destination
character varying,varchar,address,destination
USER-DEFINED,citext,aetitle,destination
text,text,c_echo_schedule,destination
text,text,cd_burn_info,destination
USER-DEFINED,citext,cd_burn_name,destination
timestamp with time zone,timestamptz,created,destination
integer,int4,created_by,destination
text,text,gateway_settings,destination
character varying,varchar,hl7_address,destination
text,text,hl7_fetch_filter,destination
USER-DEFINED,citext,name,destination
integer,int4,node_id,destination
character varying,varchar,path,destination
timestamp with time zone,timestamptz,updated,destination
integer,int4,updated_by,destination
USER-DEFINED,citext,uuid,destination
integer,int4,id,destination
integer,int4,c_echo_interval,destination
smallint,int2,can_query_retrieve,destination
smallint,int2,can_retrieve_thin,destination
smallint,int2,can_search,destination
smallint,int2,can_search_mwl,destination
integer,int4,cd_burn_priority,destination
character varying,varchar,default_query_retrieve_level,destination
smallint,int2,fire_webhooks,destination
integer,int4,hl7_port,destination
integer,int4,port,destination
smallint,int2,push_related_studies,destination
integer,int4,sort_order,destination
smallint,int2,sqlch_psh_if_img_unchg,destination
smallint,int2,sqlch_psh_if_route_hl7,destination
character varying,varchar,type,destination
integer,int4,account_id,namespace
text,text,anonymize,namespace
character varying,varchar,charge_description,namespace
text,text,coverpage,namespace
timestamp with time zone,timestamptz,created,namespace
integer,int4,created_by,namespace
character varying,varchar,currency,namespace
integer,int4,group_id,namespace
text,text,hl7_template,namespace
USER-DEFINED,citext,linkage_name,namespace
integer,int4,location_id,namespace
text,text,second_opinion_config,namespace
USER-DEFINED,hstore,settings,namespace
USER-DEFINED,citext,share_code,namespace
character varying,varchar,share_description,namespace
text,text,share_pricing,namespace
text,text,share_settings,namespace
text,text,study_defaults,namespace
timestamp with time zone,timestamptz,updated,namespace
integer,int4,updated_by,namespace
integer,int4,user_id,namespace
USER-DEFINED,citext,uuid,namespace
integer,int4,id,namespace
integer,int4,archive,namespace
smallint,int2,cache,namespace
smallint,int2,event_approve,namespace
smallint,int2,event_harvest,namespace
smallint,int2,event_link,namespace
smallint,int2,event_link_mine,namespace
smallint,int2,event_message,namespace
smallint,int2,event_new_report,namespace
smallint,int2,event_node,namespace
smallint,int2,event_share,namespace
smallint,int2,event_status_change,namespace
smallint,int2,event_study_comment,namespace
smallint,int2,event_thin_study_fail,namespace
smallint,int2,event_thin_study_success,namespace
smallint,int2,event_upload,namespace
smallint,int2,event_upload_fail,namespace
integer,int4,harvest_hold,namespace
smallint,int2,must_approve,namespace
smallint,int2,must_approve_upload,namespace
smallint,int2,no_cluster_archive,namespace
smallint,int2,no_share,namespace
smallint,int2,prompt_for_anonymize,namespace
integer,int4,search_threshold,namespace
smallint,int2,second_opinion_share,namespace
smallint,int2,share_via_gateway,namespace
integer,int4,upload_hold,namespace
integer,int4,account_id,purge
timestamp with time zone,timestamptz,created,purge
integer,int4,created_by,purge
text,text,modalities,purge
USER-DEFINED,citext,name,purge
text,text,namespaces,purge
character varying,varchar,study_status_tags,purge
timestamp with time zone,timestamptz,updated,purge
integer,int4,updated_by,purge
USER-DEFINED,citext,uuid,purge
integer,int4,id,purge
smallint,int2,adults,purge
smallint,int2,archive,purge
integer,int4,days_old,purge
"""char""",char,days_old_how,purge
smallint,int2,global,purge
integer,int4,max_deletes,purge
smallint,int2,minors,purge
smallint,int2,owned_phr,purge
smallint,int2,shared_from_phr,purge
smallint,int2,skinny,purge
smallint,int2,suspended,purge
smallint,int2,thin,purge
timestamp with time zone,timestamptz,created,setting
integer,int4,created_by,setting
USER-DEFINED,citext,key,setting
timestamp with time zone,timestamptz,updated,setting
integer,int4,updated_by,setting
integer,int4,user_id,setting
USER-DEFINED,citext,uuid,setting
text,text,value,setting
integer,int4,id,setting
integer,int4,account_id,user_invite
timestamp with time zone,timestamptz,created,user_invite
integer,int4,created_by,user_invite
USER-DEFINED,citext,email,user_invite
text,text,groups,user_invite
text,text,locations,user_invite
integer,int4,role_id,user_invite
timestamp with time zone,timestamptz,updated,user_invite
integer,int4,updated_by,user_invite
integer,int4,user_id,user_invite
USER-DEFINED,citext,uuid,user_invite
integer,int4,id,user_invite
integer,int4,account_id,drchrono
timestamp with time zone,timestamptz,created,drchrono
integer,int4,created_by,drchrono
character varying,varchar,doctor,drchrono
character varying,varchar,refresh_token,drchrono
timestamp with time zone,timestamptz,updated,drchrono
integer,int4,updated_by,drchrono
integer,int4,user_id,drchrono
USER-DEFINED,citext,uuid,drchrono
integer,int4,id,drchrono
integer,int4,account_id,location
timestamp with time zone,timestamptz,created,location
integer,int4,created_by,location
USER-DEFINED,hstore,customfields,location
USER-DEFINED,citext,name,location
integer,int4,namespace_id,location
integer,int4,role_id,location
timestamp with time zone,timestamptz,updated,location
integer,int4,updated_by,location
USER-DEFINED,citext,uuid,location
integer,int4,id,location
timestamp with time zone,timestamptz,created,node_connect
integer,int4,created_by,node_connect
integer,int4,from_account_id,node_connect
text,text,message,node_connect
integer,int4,node_id,node_connect
integer,int4,to_account_id,node_connect
integer,int4,user_id,node_connect
USER-DEFINED,citext,uuid,node_connect
integer,int4,id,node_connect
jsonb,jsonb,author,rsnaclr_subset
text,text,comments,rsnaclr_subset
character varying,varchar,communityid,rsnaclr_subset
jsonb,jsonb,content_type_code,rsnaclr_subset
timestamp with time zone,timestamptz,created,rsnaclr_subset
integer,int4,created_by,rsnaclr_subset
jsonb,jsonb,intended_recipient,rsnaclr_subset
character varying,varchar,patientid,rsnaclr_subset
character varying,varchar,rsna_status,rsnaclr_subset
integer,int4,id,rsnaclr_subset
character varying,varchar,sourceid,rsnaclr_subset
integer,int4,study_id,rsnaclr_subset
character varying,varchar,submission_time,rsnaclr_subset
character varying,varchar,title,rsnaclr_subset
character varying,varchar,uniqueid,rsnaclr_subset
timestamp with time zone,timestamptz,updated,rsnaclr_subset
integer,int4,updated_by,rsnaclr_subset
USER-DEFINED,citext,uuid,rsnaclr_subset
smallint,int2,limited_metadata,rsnaclr_subset
USER-DEFINED,citext,account_alias,user_account
USER-DEFINED,citext,account_email,user_account
integer,int4,account_id,user_account
USER-DEFINED,citext,account_login,user_account
character varying,varchar,account_password,user_account
timestamp with time zone,timestamptz,created,user_account
integer,int4,created_by,user_account
USER-DEFINED,hstore,customfields,user_account
timestamp with time zone,timestamptz,last_reset,user_account
integer,int4,role_id,user_account
USER-DEFINED,hstore,settings,user_account
timestamp with time zone,timestamptz,updated,user_account
integer,int4,updated_by,user_account
integer,int4,user_id,user_account
USER-DEFINED,citext,uuid,user_account
integer,int4,id,user_account
smallint,int2,event_approve,user_account
smallint,int2,event_harvest,user_account
smallint,int2,event_join,user_account
smallint,int2,event_link,user_account
smallint,int2,event_link_mine,user_account
smallint,int2,event_message,user_account
smallint,int2,event_new_report,user_account
smallint,int2,event_node,user_account
smallint,int2,event_purge,user_account
smallint,int2,event_share,user_account
smallint,int2,event_status_change,user_account
smallint,int2,event_study_comment,user_account
smallint,int2,event_thin_study_fail,user_account
smallint,int2,event_thin_study_success,user_account
smallint,int2,event_upload,user_account
smallint,int2,event_upload_fail,user_account
smallint,int2,global,user_account
integer,int4,max_sessions,user_account
smallint,int2,password_reset,user_account
integer,int4,session_expire,user_account
integer,int4,account_id,hl7_template
text,text,body,hl7_template
timestamp with time zone,timestamptz,created,hl7_template
integer,int4,created_by,hl7_template
USER-DEFINED,citext,name,hl7_template
character varying,varchar,type,hl7_template
timestamp with time zone,timestamptz,updated,hl7_template
integer,int4,updated_by,hl7_template
USER-DEFINED,citext,uuid,hl7_template
integer,int4,id,hl7_template
integer,int4,archive_vault_id,archive_study
timestamp with time zone,timestamptz,created,archive_study
integer,int4,created_by,archive_study
character varying,varchar,datum_signature,archive_study
timestamp with time zone,timestamptz,delay_until,archive_study
integer,int4,engine_id,archive_study
character varying,varchar,job_id,archive_study
character varying,varchar,last_error,archive_study
character varying,varchar,phi_signature,archive_study
timestamp with time zone,timestamptz,started_at,archive_study
integer,int4,storage_namespace,archive_study
character varying,varchar,study_uid,archive_study
timestamp with time zone,timestamptz,updated,archive_study
integer,int4,updated_by,archive_study
USER-DEFINED,citext,uuid,archive_study
integer,int4,id,archive_study
smallint,int2,need_delete,archive_study
smallint,int2,need_restore,archive_study
smallint,int2,need_store,archive_study
integer,int4,priority,archive_study
timestamp with time zone,timestamptz,created,user_location
integer,int4,created_by,user_location
integer,int4,location_id,user_location
integer,int4,role_id,user_location
timestamp with time zone,timestamptz,updated,user_location
integer,int4,updated_by,user_location
integer,int4,user_id,user_location
USER-DEFINED,citext,uuid,user_location
integer,int4,id,user_location
smallint,int2,event_approve,user_location
smallint,int2,event_harvest,user_location
smallint,int2,event_link,user_location
smallint,int2,event_link_mine,user_location
smallint,int2,event_message,user_location
smallint,int2,event_new_report,user_location
smallint,int2,event_node,user_location
smallint,int2,event_share,user_location
smallint,int2,event_status_change,user_location
smallint,int2,event_study_comment,user_location
smallint,int2,event_thin_study_fail,user_location
smallint,int2,event_thin_study_success,user_location
smallint,int2,event_upload,user_location
smallint,int2,event_upload_fail,user_location
smallint,int2,no_physician_alias_share,user_location
integer,int4,account_id,study_analytics
date,date,day,study_analytics
integer,int4,namespace_id,study_analytics
integer,int4,id,study_analytics
integer,int4,login,study_analytics
integer,int4,study_approve,study_analytics
integer,int4,study_auto_approve,study_analytics
integer,int4,study_create,study_analytics
integer,int4,study_create_copy,study_analytics
integer,int4,study_create_harvest,study_analytics
